Prev.Length,Match.Score,Prev.Type,Tile.Size,Browse.Time
70,65,TT,0.2,10.92927559
75,65,TT,0.2,12.10943402
85,65,TT,0.2,11.97509323
90,65,TT,0.2,11.95433227
70,75,TT,0.2,8.707213005
75,75,TT,0.2,10.40763453
85,75,TT,0.2,12.06389161
90,75,TT,0.2,12.34800125
70,65,TT,0.2,11.73999326
75,65,TT,0.2,11.89685006
85,65,TT,0.2,12.09051881
90,65,TT,0.2,11.96228476
70,75,TT,0.2,11.19409139
75,75,TT,0.2,10.07788025
85,75,TT,0.2,11.35352439
90,75,TT,0.2,12.55616317
70,65,TT,0.2,12.20682902
75,65,TT,0.2,9.4246017
85,65,TT,0.2,12.39319276
90,65,TT,0.2,12.80821026
70,75,TT,0.2,10.40636966
75,75,TT,0.2,10.27771252
85,75,TT,0.2,11.6285625
90,75,TT,0.2,13.11865468
70,65,TT,0.2,11.62420094
75,65,TT,0.2,11.05458294
85,65,TT,0.2,11.06132206
90,65,TT,0.2,12.3447271
70,75,TT,0.2,12.2448431
75,75,TT,0.2,8.806882895
85,75,TT,0.2,11.32608974
90,75,TT,0.2,12.31642105
70,65,TT,0.2,11.00490407
75,65,TT,0.2,12.85976928
85,65,TT,0.2,10.40417984
90,65,TT,0.2,11.22214471
70,75,TT,0.2,11.10795408
75,75,TT,0.2,10.79363665
85,75,TT,0.2,13.0223961
90,75,TT,0.2,13.16968813
70,65,TT,0.2,10.00244175
75,65,TT,0.2,10.83135874
85,65,TT,0.2,10.19066681
90,65,TT,0.2,11.95753029
70,75,TT,0.2,9.938607939
75,75,TT,0.2,10.40208434
85,75,TT,0.2,11.65558881
90,75,TT,0.2,13.47874176
70,65,TT,0.2,10.91029618
75,65,TT,0.2,11.90789478
85,65,TT,0.2,12.85764859
90,65,TT,0.2,12.54071623
70,75,TT,0.2,12.97167501
75,75,TT,0.2,9.975186914
85,75,TT,0.2,13.12984781
90,75,TT,0.2,11.7354402
70,65,TT,0.2,10.81984944
75,65,TT,0.2,10.71240644
85,65,TT,0.2,12.9351728
90,65,TT,0.2,12.17704161
70,75,TT,0.2,10.79123842
75,75,TT,0.2,9.40753351
85,75,TT,0.2,10.94004116
90,75,TT,0.2,13.44357873
70,65,TT,0.2,12.24237753
75,65,TT,0.2,9.970223077
85,65,TT,0.2,11.73314655
90,65,TT,0.2,10.57253948
70,75,TT,0.2,11.39983732
75,75,TT,0.2,8.043151085
85,75,TT,0.2,11.2136896
90,75,TT,0.2,12.75186237
70,65,TT,0.2,9.897742652
75,65,TT,0.2,11.76987356
85,65,TT,0.2,11.56849663
90,65,TT,0.2,12.2656566
70,75,TT,0.2,10.42868089
75,75,TT,0.2,10.97886688
85,75,TT,0.2,10.08498879
90,75,TT,0.2,12.30772016
70,65,TT,0.2,12.26343334
75,65,TT,0.2,11.40022868
85,65,TT,0.2,10.8848937
90,65,TT,0.2,13.64726228
70,75,TT,0.2,8.865347097
75,75,TT,0.2,9.209781065
85,75,TT,0.2,12.04840595
90,75,TT,0.2,12.49619614
70,65,TT,0.2,11.03029702
75,65,TT,0.2,9.894772545
85,65,TT,0.2,11.12868517
90,65,TT,0.2,12.51324216
70,75,TT,0.2,10.74024894
75,75,TT,0.2,9.373582623
85,75,TT,0.2,11.50036072
90,75,TT,0.2,13.37690152
70,65,TT,0.2,11.57792185
75,65,TT,0.2,12.65897265
85,65,TT,0.2,13.24156539
90,65,TT,0.2,11.78753032
70,75,TT,0.2,10.14344959
75,75,TT,0.2,9.624803492
85,75,TT,0.2,12.86875573
90,75,TT,0.2,14.17735792
70,65,TT,0.2,11.40285141
75,65,TT,0.2,11.4091108
85,65,TT,0.2,12.45835804
90,65,TT,0.2,13.5357894
70,75,TT,0.2,10.0502363
75,75,TT,0.2,8.953209636
85,75,TT,0.2,10.73869639
90,75,TT,0.2,13.60519423
70,65,TT,0.2,12.60679789
75,65,TT,0.2,11.42863501
85,65,TT,0.2,13.72477504
90,65,TT,0.2,9.504002554
70,75,TT,0.2,11.5616765
75,75,TT,0.2,8.012847822
85,75,TT,0.2,11.71057556
90,75,TT,0.2,12.63483774
70,65,TT,0.2,12.40651623
75,65,TT,0.2,10.92164469
85,65,TT,0.2,12.7074688
90,65,TT,0.2,13.21171188
70,75,TT,0.2,10.5039522
75,75,TT,0.2,11.40108645
85,75,TT,0.2,9.903795441
90,75,TT,0.2,12.46908067
70,65,TT,0.2,10.74808063
75,65,TT,0.2,9.966647569
85,65,TT,0.2,12.17633194
90,65,TT,0.2,11.42521658
70,75,TT,0.2,10.13339738
75,75,TT,0.2,9.210837369
85,75,TT,0.2,11.61006956
90,75,TT,0.2,12.50468284
70,65,TT,0.2,10.2779157
75,65,TT,0.2,10.0113652
85,65,TT,0.2,12.32449003
90,65,TT,0.2,11.0028067
70,75,TT,0.2,9.290918174
75,75,TT,0.2,10.28635642
85,75,TT,0.2,12.89993425
90,75,TT,0.2,12.30707508
70,65,TT,0.2,11.58469215
75,65,TT,0.2,11.04648521
85,65,TT,0.2,11.8566421
90,65,TT,0.2,12.37942774
70,75,TT,0.2,10.17980128
75,75,TT,0.2,9.082452731
85,75,TT,0.2,12.50185993
90,75,TT,0.2,11.09323411
70,65,TT,0.2,11.07623986
75,65,TT,0.2,11.466079
85,65,TT,0.2,11.13041049
90,65,TT,0.2,12.36705759
70,75,TT,0.2,10.98944354
75,75,TT,0.2,9.966964642
85,75,TT,0.2,11.22984741
90,75,TT,0.2,12.48039625
70,65,TT,0.2,10.97130333
75,65,TT,0.2,13.6845174
85,65,TT,0.2,14.59179163
90,65,TT,0.2,13.01203943
70,75,TT,0.2,10.46906462
75,75,TT,0.2,9.615414495
85,75,TT,0.2,11.84434955
90,75,TT,0.2,11.43421807
70,65,TT,0.2,10.85711787
75,65,TT,0.2,10.89692254
85,65,TT,0.2,10.60302676
90,65,TT,0.2,12.16680873
70,75,TT,0.2,10.06239911
75,75,TT,0.2,8.617171005
85,75,TT,0.2,12.86363626
90,75,TT,0.2,14.54412808
70,65,TT,0.2,11.08133778
75,65,TT,0.2,11.05284987
85,65,TT,0.2,10.41491964
90,65,TT,0.2,11.30866748
70,75,TT,0.2,12.46983239
75,75,TT,0.2,9.381277631
85,75,TT,0.2,11.92228967
90,75,TT,0.2,12.59886663
70,65,TT,0.2,10.18645474
75,65,TT,0.2,9.968415124
85,65,TT,0.2,12.5674053
90,65,TT,0.2,13.62461954
70,75,TT,0.2,8.410619765
75,75,TT,0.2,10.74285449
85,75,TT,0.2,11.8433829
90,75,TT,0.2,14.55557064
70,65,TT,0.2,10.57394621
75,65,TT,0.2,11.20618525
85,65,TT,0.2,9.910628962
90,65,TT,0.2,11.98558881
70,75,TT,0.2,10.92069885
75,75,TT,0.2,10.9678608
85,75,TT,0.2,10.73569904
90,75,TT,0.2,11.83572012
70,65,TT,0.2,11.43311934
75,65,TT,0.2,10.3633618
85,65,TT,0.2,12.2641756
90,65,TT,0.2,12.71481094
70,75,TT,0.2,11.23521472
75,75,TT,0.2,8.982404792
85,75,TT,0.2,11.4514515
90,75,TT,0.2,12.46458508
70,65,TT,0.2,8.97426336
75,65,TT,0.2,10.57286895
85,65,TT,0.2,13.44389001
90,65,TT,0.2,12.97135386
70,75,TT,0.2,9.906657372
75,75,TT,0.2,10.96509972
85,75,TT,0.2,12.1438638
90,75,TT,0.2,13.0271574
70,65,TT,0.2,12.0138826
75,65,TT,0.2,11.57333952
85,65,TT,0.2,12.69510389
90,65,TT,0.2,11.96796228
70,75,TT,0.2,9.844672749
75,75,TT,0.2,9.51799134
85,75,TT,0.2,12.33529339
90,75,TT,0.2,12.21807347
70,65,TT,0.2,10.90937313
75,65,TT,0.2,12.06477741
85,65,TT,0.2,14.95075029
90,65,TT,0.2,11.43225544
70,75,TT,0.2,11.76795233
75,75,TT,0.2,9.573498629
85,75,TT,0.2,10.91866053
90,75,TT,0.2,12.27606244
70,65,TT,0.2,11.55623722
75,65,TT,0.2,12.04966836
85,65,TT,0.2,12.13819487
90,65,TT,0.2,12.70790956
70,75,TT,0.2,11.60862494
75,75,TT,0.2,9.185044381
85,75,TT,0.2,12.31428194
90,75,TT,0.2,10.92464873
70,65,TT,0.2,12.260233
75,65,TT,0.2,11.58437963
85,65,TT,0.2,11.34868087
90,65,TT,0.2,11.66021895
70,75,TT,0.2,10.90878713
75,75,TT,0.2,10.2139135
85,75,TT,0.2,11.48361085
90,75,TT,0.2,11.36244014
70,65,TT,0.2,12.26361578
75,65,TT,0.2,9.829028123
85,65,TT,0.2,11.39682337
90,65,TT,0.2,12.16781714
70,75,TT,0.2,9.528939789
75,75,TT,0.2,8.651544714
85,75,TT,0.2,11.787442
90,75,TT,0.2,12.47009582
70,65,TT,0.2,12.49732732
75,65,TT,0.2,10.59714517
85,65,TT,0.2,12.42334932
90,65,TT,0.2,15.12549778
70,75,TT,0.2,11.62127233
75,75,TT,0.2,11.29574392
85,75,TT,0.2,12.91121998
90,75,TT,0.2,14.20237053
70,65,TT,0.2,11.8968304
75,65,TT,0.2,11.87739576
85,65,TT,0.2,12.53428369
90,65,TT,0.2,11.10677629
70,75,TT,0.2,10.41561206
75,75,TT,0.2,10.25057591
85,75,TT,0.2,9.859910432
90,75,TT,0.2,14.39230105
70,65,TT,0.2,10.41320226
75,65,TT,0.2,9.929188241
85,65,TT,0.2,11.76721007
90,65,TT,0.2,12.35411447
70,75,TT,0.2,9.559216013
75,75,TT,0.2,11.23840117
85,75,TT,0.2,10.61924028
90,75,TT,0.2,11.37974117
70,65,TT,0.2,9.017968532
75,65,TT,0.2,13.07699791
85,65,TT,0.2,11.16554618
90,65,TT,0.2,10.42295408
70,75,TT,0.2,11.36095427
75,75,TT,0.2,12.22706367
85,75,TT,0.2,11.43622644
90,75,TT,0.2,11.99455517
70,65,TT,0.2,10.73477755
75,65,TT,0.2,12.58976464
85,65,TT,0.2,11.80374774
90,65,TT,0.2,12.30591798
70,75,TT,0.2,10.56314454
75,75,TT,0.2,10.27566688
85,75,TT,0.2,11.43348002
90,75,TT,0.2,13.10181195
70,65,TT,0.2,9.408032538
75,65,TT,0.2,10.74034896
85,65,TT,0.2,12.38199924
90,65,TT,0.2,11.00980165
70,75,TT,0.2,9.556958038
75,75,TT,0.2,11.34265903
85,75,TT,0.2,11.89213316
90,75,TT,0.2,14.21547296
70,65,TT,0.2,12.86239127
75,65,TT,0.2,9.875374602
85,65,TT,0.2,12.00768304
90,65,TT,0.2,11.47329283
70,75,TT,0.2,11.66397627
75,75,TT,0.2,11.07656665
85,75,TT,0.2,12.68037456
90,75,TT,0.2,12.01767734
70,65,TT,0.2,9.376923211
75,65,TT,0.2,9.293129943
85,65,TT,0.2,12.77661848
90,65,TT,0.2,13.53590683
70,75,TT,0.2,10.03680176
75,75,TT,0.2,9.651608517
85,75,TT,0.2,13.05686637
90,75,TT,0.2,11.74788206
70,65,TT,0.2,9.640718011
75,65,TT,0.2,11.01019377
85,65,TT,0.2,13.21314628
90,65,TT,0.2,12.02193652
70,75,TT,0.2,9.467565671
75,75,TT,0.2,11.3434481
85,75,TT,0.2,12.30645451
90,75,TT,0.2,11.21595399
70,65,TT,0.2,10.13365435
75,65,TT,0.2,10.91833674
85,65,TT,0.2,11.24597889
90,65,TT,0.2,12.86837382
70,75,TT,0.2,9.800890545
75,75,TT,0.2,11.41788827
85,75,TT,0.2,12.78656252
90,75,TT,0.2,12.86134502
70,65,TT,0.2,10.18195289
75,65,TT,0.2,10.27206118
85,65,TT,0.2,12.39583967
90,65,TT,0.2,11.80051881
70,75,TT,0.2,9.325250691
75,75,TT,0.2,9.417501816
85,75,TT,0.2,11.78777751
90,75,TT,0.2,12.23720288
70,65,TT,0.2,10.14168936
75,65,TT,0.2,12.1814016
85,65,TT,0.2,10.80335003
90,65,TT,0.2,12.69844585
70,75,TT,0.2,11.29568606
75,75,TT,0.2,9.62534454
85,75,TT,0.2,10.91451937
90,75,TT,0.2,13.70144355
70,65,TT,0.2,11.56075496
75,65,TT,0.2,12.26046498
85,65,TT,0.2,12.25262987
90,65,TT,0.2,12.66064551
70,75,TT,0.2,8.780376223
75,75,TT,0.2,9.21173361
85,75,TT,0.2,9.65040632
90,75,TT,0.2,12.54747737
70,65,TT,0.2,12.50189058
75,65,TT,0.2,10.06680618
85,65,TT,0.2,11.72831773
90,65,TT,0.2,12.53693687
70,75,TT,0.2,10.28970716
75,75,TT,0.2,11.17601904
85,75,TT,0.2,12.08577485
90,75,TT,0.2,11.16685714
70,65,TT,0.2,10.17571446
75,65,TT,0.2,11.55155223
85,65,TT,0.2,12.51829215
90,65,TT,0.2,13.73626826
70,75,TT,0.2,9.920142231
75,75,TT,0.2,9.578574014
85,75,TT,0.2,11.73120365
90,75,TT,0.2,13.86375434
70,65,TT,0.2,10.99390049
75,65,TT,0.2,10.31119101
85,65,TT,0.2,14.49308736
90,65,TT,0.2,11.15170447
70,75,TT,0.2,11.18227146
75,75,TT,0.2,8.732187054
85,75,TT,0.2,9.566808929
90,75,TT,0.2,12.62979854
70,65,TT,0.2,11.32244182
75,65,TT,0.2,10.5992303
85,65,TT,0.2,12.86424633
90,65,TT,0.2,14.45363888
70,75,TT,0.2,10.16392836
75,75,TT,0.2,11.62468587
85,75,TT,0.2,11.18109749
90,75,TT,0.2,13.13490098
70,65,TT,0.2,11.3922515
75,65,TT,0.2,10.56562517
85,65,TT,0.2,12.08105459
90,65,TT,0.2,12.14929983
70,75,TT,0.2,11.24834525
75,75,TT,0.2,10.50492199
85,75,TT,0.2,12.16582393
90,75,TT,0.2,11.74417514
70,65,TT,0.2,11.7771643
75,65,TT,0.2,9.954868501
85,65,TT,0.2,12.10105005
90,65,TT,0.2,13.22012619
70,75,TT,0.2,10.69970614
75,75,TT,0.2,9.213565983
85,75,TT,0.2,11.8802202
90,75,TT,0.2,11.32290528
70,65,TT,0.2,11.6645254
75,65,TT,0.2,9.957822577
85,65,TT,0.2,11.62739142
90,65,TT,0.2,10.59625711
70,75,TT,0.2,8.491208086
75,75,TT,0.2,8.248957712
85,75,TT,0.2,11.52499668
90,75,TT,0.2,13.75979066
70,65,TT,0.2,11.73372659
75,65,TT,0.2,11.97971178
85,65,TT,0.2,13.32120388
90,65,TT,0.2,13.39757797
70,75,TT,0.2,10.790005
75,75,TT,0.2,8.349476147
85,75,TT,0.2,11.64655241
90,75,TT,0.2,13.28748195
70,65,TT,0.2,12.43280096
75,65,TT,0.2,9.571516821
85,65,TT,0.2,13.16563079
90,65,TT,0.2,14.02140867
70,75,TT,0.2,11.09381089
75,75,TT,0.2,9.583957984
85,75,TT,0.2,12.07803729
90,75,TT,0.2,12.77658151
70,65,TT,0.2,10.93026687
75,65,TT,0.2,12.03453629
85,65,TT,0.2,11.19296415
90,65,TT,0.2,12.25688848
70,75,TT,0.2,9.59238071
75,75,TT,0.2,10.36101633
85,75,TT,0.2,13.67537895
90,75,TT,0.2,11.0224095
70,65,TT,0.2,10.19660008
75,65,TT,0.2,10.60399017
85,65,TT,0.2,11.98154921
90,65,TT,0.2,12.87358301
70,75,TT,0.2,11.76136676
75,75,TT,0.2,10.74535758
85,75,TT,0.2,10.86806036
90,75,TT,0.2,13.31336995
70,65,TT,0.2,10.78873944
75,65,TT,0.2,9.533318052
85,65,TT,0.2,12.26440798
90,65,TT,0.2,10.66601593
70,75,TT,0.2,8.891495524
75,75,TT,0.2,11.06537195
85,75,TT,0.2,11.73746998
90,75,TT,0.2,14.20247147
70,65,TT,0.2,11.35552086
75,65,TT,0.2,11.0244827
85,65,TT,0.2,10.75103146
90,65,TT,0.2,13.272294
70,75,TT,0.2,12.56176731
75,75,TT,0.2,8.745869284
85,75,TT,0.2,10.53168067
90,75,TT,0.2,13.08773906
70,65,TT,0.2,11.01160689
75,65,TT,0.2,10.71344029
85,65,TT,0.2,12.95954626
90,65,TT,0.2,13.09014349
70,75,TT,0.2,10.32757865
75,75,TT,0.2,9.759407882
85,75,TT,0.2,12.02540542
90,75,TT,0.2,12.46677256
70,65,TT,0.2,10.77726836
75,65,TT,0.2,11.65372706
85,65,TT,0.2,11.71285862
90,65,TT,0.2,12.3183148
70,75,TT,0.2,11.14668884
75,75,TT,0.2,9.256636033
85,75,TT,0.2,10.44265834
90,75,TT,0.2,14.10852027
70,65,TT,0.2,11.62798066
75,65,TT,0.2,13.47046605
85,65,TT,0.2,10.86189565
90,65,TT,0.2,10.43472314
70,75,TT,0.2,10.5223754
75,75,TT,0.2,9.024649869
85,75,TT,0.2,11.51497771
90,75,TT,0.2,14.5390744
70,65,TT,0.2,9.920435157
75,65,TT,0.2,10.3869502
85,65,TT,0.2,10.90010951
90,65,TT,0.2,12.59668953
70,75,TT,0.2,11.67164571
75,75,TT,0.2,9.876730663
85,75,TT,0.2,12.58286009
90,75,TT,0.2,12.34780318
70,65,TT,0.2,10.19423271
75,65,TT,0.2,11.93398033
85,65,TT,0.2,10.39991004
90,65,TT,0.2,11.37406198
70,75,TT,0.2,10.96862692
75,75,TT,0.2,7.505923929
85,75,TT,0.2,10.50309702
90,75,TT,0.2,12.66741018
70,65,TT,0.2,11.49344581
75,65,TT,0.2,11.16576301
85,65,TT,0.2,11.7292607
90,65,TT,0.2,11.93248284
70,75,TT,0.2,9.243934251
75,75,TT,0.2,11.00807279
85,75,TT,0.2,13.75665267
90,75,TT,0.2,12.94633285
70,65,TT,0.2,11.98342997
75,65,TT,0.2,10.60186291
85,65,TT,0.2,11.48441625
90,65,TT,0.2,11.97476225
70,75,TT,0.2,10.54294853
75,75,TT,0.2,9.258120169
85,75,TT,0.2,11.7424221
90,75,TT,0.2,13.17347037
70,65,TT,0.2,10.09666804
75,65,TT,0.2,12.47052132
85,65,TT,0.2,12.12776366
90,65,TT,0.2,13.74011418
70,75,TT,0.2,9.436682792
75,75,TT,0.2,7.809471654
85,75,TT,0.2,10.61320441
90,75,TT,0.2,12.30024853
70,65,TT,0.2,11.29009207
75,65,TT,0.2,10.6703595
85,65,TT,0.2,11.37328377
90,65,TT,0.2,11.36839808
70,75,TT,0.2,11.37286434
75,75,TT,0.2,9.402590747
85,75,TT,0.2,11.76110205
90,75,TT,0.2,13.58780837
70,65,TT,0.2,10.71568066
75,65,TT,0.2,10.62027261
85,65,TT,0.2,11.1628194
90,65,TT,0.2,12.46252647
70,75,TT,0.2,11.79347455
75,75,TT,0.2,10.51968781
85,75,TT,0.2,11.9422376
90,75,TT,0.2,12.50493246
70,65,TT,0.2,12.40669157
75,65,TT,0.2,11.60731457
85,65,TT,0.2,13.40524052
90,65,TT,0.2,10.66253835
70,75,TT,0.2,10.27023096
75,75,TT,0.2,10.03358539
85,75,TT,0.2,11.62633341
90,75,TT,0.2,13.06187214
70,65,TT,0.2,10.81702176
75,65,TT,0.2,10.97090186
85,65,TT,0.2,10.40408251
90,65,TT,0.2,10.96539667
70,75,TT,0.2,9.578411543
75,75,TT,0.2,8.723383351
85,75,TT,0.2,13.19004039
90,75,TT,0.2,12.9377936
70,65,TT,0.2,11.93271224
75,65,TT,0.2,13.17577535
85,65,TT,0.2,10.65236824
90,65,TT,0.2,11.8959754
70,75,TT,0.2,10.15682347
75,75,TT,0.2,11.19200347
85,75,TT,0.2,12.80866688
90,75,TT,0.2,13.42612218
70,65,TT,0.2,11.7088208
75,65,TT,0.2,11.47695321
85,65,TT,0.2,12.01967427
90,65,TT,0.2,12.58277274
70,75,TT,0.2,10.86423855
75,75,TT,0.2,8.171809535
85,75,TT,0.2,10.09769484
90,75,TT,0.2,13.1190477
70,65,TT,0.2,10.91405633
75,65,TT,0.2,12.36339866
85,65,TT,0.2,11.81213923
90,65,TT,0.2,12.86847338
70,75,TT,0.2,9.124987057
75,75,TT,0.2,11.54050462
85,75,TT,0.2,11.54511905
90,75,TT,0.2,12.27649795
70,65,TT,0.2,11.22575613
75,65,TT,0.2,12.36152859
85,65,TT,0.2,12.76547458
90,65,TT,0.2,11.04450024
70,75,TT,0.2,10.17777386
75,75,TT,0.2,8.85724749
85,75,TT,0.2,11.20129191
90,75,TT,0.2,12.08667148
70,65,TT,0.2,8.723098122
75,65,TT,0.2,10.42975463
85,65,TT,0.2,11.29216782
90,65,TT,0.2,12.07044419
70,75,TT,0.2,10.49685817
75,75,TT,0.2,8.276801321
85,75,TT,0.2,10.72806369
90,75,TT,0.2,13.07388173
70,65,TT,0.2,10.38000642
75,65,TT,0.2,9.374342083
85,65,TT,0.2,10.91007461
90,65,TT,0.2,13.09644047
70,75,TT,0.2,9.297764007
75,75,TT,0.2,10.75225653
85,75,TT,0.2,10.9034392
90,75,TT,0.2,13.27020382
70,65,TT,0.2,8.84626785
75,65,TT,0.2,11.84982468
85,65,TT,0.2,12.93927286
90,65,TT,0.2,10.77901797
70,75,TT,0.2,12.32780787
75,75,TT,0.2,9.573573307
85,75,TT,0.2,10.67439238
90,75,TT,0.2,14.83041784
70,65,TT,0.2,12.3060561
75,65,TT,0.2,11.24444026
85,65,TT,0.2,10.5073844
90,65,TT,0.2,12.47990841
70,75,TT,0.2,10.37655442
75,75,TT,0.2,11.54644694
85,75,TT,0.2,11.28046252
90,75,TT,0.2,12.70033077
70,65,TT,0.2,12.62713303
75,65,TT,0.2,11.47647706
85,65,TT,0.2,11.18410595
90,65,TT,0.2,10.69030504
70,75,TT,0.2,10.34488412
75,75,TT,0.2,9.064379787
85,75,TT,0.2,12.49633367
90,75,TT,0.2,12.27317725
70,65,TT,0.2,11.22640665
75,65,TT,0.2,11.07105797
85,65,TT,0.2,11.32258206
90,65,TT,0.2,11.91724055
70,75,TT,0.2,10.5244316
75,75,TT,0.2,8.39040915
85,75,TT,0.2,13.40018958
90,75,TT,0.2,11.60735548
70,65,TT,0.2,11.61552639
75,65,TT,0.2,11.02541982
85,65,TT,0.2,11.12387401
90,65,TT,0.2,11.98270972
70,75,TT,0.2,9.730358057
75,75,TT,0.2,10.47265054
85,75,TT,0.2,12.70058586
90,75,TT,0.2,13.08739539
70,65,TT,0.2,12.27312472
75,65,TT,0.2,11.55327679
85,65,TT,0.2,9.653961104
90,65,TT,0.2,9.534903243
70,75,TT,0.2,10.03159216
75,75,TT,0.2,10.4848865
85,75,TT,0.2,12.49582555
90,75,TT,0.2,12.67894815
70,65,TT,0.2,11.4677406
75,65,TT,0.2,10.71047556
85,65,TT,0.2,10.4028878
90,65,TT,0.2,11.54123854
70,75,TT,0.2,12.29465305
75,75,TT,0.2,7.608153188
85,75,TT,0.2,14.0270146
90,75,TT,0.2,13.00810497
70,65,TT,0.2,12.15494559
75,65,TT,0.2,9.043735465
85,65,TT,0.2,12.70202857
90,65,TT,0.2,13.20306874
70,75,TT,0.2,10.74618271
75,75,TT,0.2,8.063135619
85,75,TT,0.2,12.74973366
90,75,TT,0.2,13.49851453
70,65,TT,0.2,11.40334826
75,65,TT,0.2,11.09715811
85,65,TT,0.2,10.89784565
90,65,TT,0.2,12.23466044
70,75,TT,0.2,10.66554627
75,75,TT,0.2,9.424417322
85,75,TT,0.2,11.27117765
90,75,TT,0.2,12.277511
80,60,TT,0.2,11.08730419
80,70,TT,0.2,11.27689222
80,80,TT,0.2,12.56442363
80,60,TT,0.2,12.41815985
80,70,TT,0.2,9.894488768
80,80,TT,0.2,12.12022891
80,60,TT,0.2,13.27325522
80,70,TT,0.2,11.17705787
80,80,TT,0.2,12.69682854
80,60,TT,0.2,12.77067242
80,70,TT,0.2,10.61484804
80,80,TT,0.2,10.7712367
80,60,TT,0.2,13.66065558
80,70,TT,0.2,10.99143398
80,80,TT,0.2,11.42168324
80,60,TT,0.2,11.89073263
80,70,TT,0.2,12.19779647
80,80,TT,0.2,11.81156794
80,60,TT,0.2,11.52422302
